date,Wind Speed,Pressure,Relative Humidity,Wind Direction,Dew Point
2012-01-02 12:00:00,0.0522898063,996.14855957,18.9961666198,30.8891830444,-1
2012-01-02 13:00:00,0.1691537946,995.173706055,17.9900891655,57.1761894226,-1
2012-01-02 14:00:00,0.3021484911,994.46496582,17.8088440234,63.1353149414,-2
2012-01-02 15:00:00,0.4087889194,993.931945801,18.7148030857,62.303527832,-2
2012-01-02 16:00:00,0.503237009,994.154724121,27.7332939347,50.1233139038,0
2012-01-02 17:00:00,0.6079559922,994.413085938,34.5374369982,32.7101554871,1
2012-01-02 18:00:00,0.6951637268,995.334899902,27.0798099253,23.6526565552,-2
2012-01-02 19:00:00,0.7362552881,995.755737305,29.4871001362,24.6819763184,-2
2012-01-02 20:00:00,0.8688973188,996.223754883,28.1714451595,39.1012954712,-3
2012-01-02 21:00:00,1.0334635973,996.232116699,30.0308042937,51.8311080933,-3
2012-01-02 22:00:00,1.197098732,996.121826172,28.3122703888,60.4342269897,-4
2012-01-02 23:00:00,1.4468750954,995.372802734,32.0102900596,69.3969039917,-3
2012-01-03 00:00:00,1.7888096571,994.291992188,31.6336961797,78.2279815674,-4
2012-01-03 01:00:00,2.0351881981,993.99810791,31.234046072,82.808052063,-4
2012-01-03 02:00:00,2.1242809296,993.551879883,32.5012330382,81.7336349487,-4
2012-01-03 03:00:00,2.2090165615,993.480895996,31.125471354,77.9972839355,-5
2012-01-03 04:00:00,2.3318510056,993.290222168,31.2565028068,75.8653793335,-5
2012-01-03 05:00:00,2.4107880592,993.71472168,30.6321079,76.5043563843,-6
2012-01-03 06:00:00,2.4032664299,994.454650879,31.855646802,78.6478271484,-6
2012-01-03 07:00:00,2.4086549282,995.283813477,29.8090641993,83.0521240234,-6
2012-01-03 08:00:00,2.4742352962,996.014526367,34.1727953548,88.9531478882,-2
2012-01-03 09:00:00,2.2414579391,996.689270019,27.4442046715,92.4740905762,-2
2012-01-03 10:00:00,1.8764282465,996.521667481,27.8581491884,91.4346313477,0
2012-01-03 11:00:00,1.7132642269,995.558044434,21.1852816224,88.9569015503,0
2012-01-03 12:00:00,1.5123159885,994.19519043,20.0141043767,89.8838882446,0
2012-01-03 13:00:00,1.420707345,993.179016113,19.6322876072,92.9719009399,0
2012-01-03 14:00:00,1.1303646564,992.164428711,20.1554874622,95.2839355469,0
2012-01-03 15:00:00,0.732616663,992.012023926,21.7364244671,95.0170898438,0
2012-01-03 16:00:00,0.4046962857,991.962707519,36.2721297582,78.1459274292,4
2012-01-03 17:00:00,0.3381545246,992.451049805,37.3269912452,44.9796791077,3
2012-01-03 18:00:00,0.3539771736,992.563232422,31.6388865761,46.3307952881,0
2012-01-03 19:00:00,0.3338155448,992.760620117,32.9641614822,56.6161499023,0
2012-01-03 20:00:00,0.4707843661,992.740905762,32.1296253461,75.7094192505,0
2012-01-03 21:00:00,0.7095120549,992.833435059,34.7130899473,86.4052429199,0
2012-01-03 22:00:00,0.9022824764,992.375732422,31.7058576112,91.6239471436,-2
2012-01-03 23:00:00,1.0011829138,992.028076172,34.651192446,95.4394073486,-1
2012-01-04 00:00:00,1.0071821213,992.053588867,31.5407321269,99.4790420532,-3
2012-01-04 01:00:00,1.0560152531,991.852783203,35.0627448004,102.185653686,-2
2012-01-04 02:00:00,1.1790844202,991.562866211,32.6930410548,104.963241577,-3
2012-01-04 03:00:00,1.3736979961,991.196166992,36.6112708748,112.280075073,-2
2012-01-04 04:00:00,1.6482328176,990.984191894,34.587133322,121.533439636,-3
2012-01-04 05:00:00,1.9478596449,990.913574219,38.2026555873,130.735473633,-2
2012-01-04 06:00:00,2.2362616062,991.083984375,36.6891997841,139.349243164,-2
2012-01-04 07:00:00,2.5565700531,991.265197754,41.2932764191,148.167190552,0
2012-01-04 08:00:00,2.6797025204,991.918884277,38.7993592084,156.45779419,0
2012-01-04 09:00:00,2.3577198982,992.614501953,33.4019833626,165.552459717,1
2012-01-04 10:00:00,2.1288385391,992.652099609,30.9274131548,183.227813721,2
2012-01-04 11:00:00,2.5244846344,991.869567871,25.3020738872,208.690734863,2
2012-01-04 12:00:00,2.6105010509,990.620422363,26.0047605112,220.419433594,4
2012-01-04 13:00:00,2.5621123314,989.735290527,28.1567793576,227.55305481,5
2012-01-04 14:00:00,2.4280023575,989.173095703,31.329501191,231.481506348,6
2012-01-04 15:00:00,2.2439861298,989.137268066,36.0047904073,234.151046753,7
2012-01-04 16:00:00,1.9536956549,989.19934082,43.2650697246,237.474075317,8
2012-01-04 17:00:00,1.4497050047,989.941223144,56.537296268,244.228744507,10
2012-01-04 18:00:00,0.9056848288,990.865600586,58.5566850841,262.493835449,10
2012-01-04 19:00:00,0.637368381,991.351257324,62.4690361957,315.643798828,10
2012-01-04 20:00:00,0.8370575309,991.973510742,61.7399979372,8.0984573364,10
2012-01-04 21:00:00,1.2544468641,992.37890625,62.6098857304,34.4151802063,9
2012-01-04 22:00:00,1.7173709869,992.311706543,58.7607383612,46.7190933228,8
2012-01-04 23:00:00,2.1867303848,991.857177734,53.9624253148,52.1153411865,6
2012-01-05 00:00:00,2.6326656342,991.747741699,52.2900276544,55.2205429077,5
2012-01-05 01:00:00,3.0406606197,992.006042481,48.4902403765,56.9757881165,4
2012-01-05 02:00:00,3.1610906124,992.129882812,45.3538520946,57.8104782104,2
2012-01-05 03:00:00,3.1247889996,991.967529297,44.9972374129,57.1802864075,2
2012-01-05 04:00:00,3.1124033928,991.814636231,45.8226890634,55.0220756531,1
2012-01-05 05:00:00,3.1584973335,992.511413574,47.2683816283,52.5674667358,1
2012-01-05 06:00:00,3.2169661522,993.37310791,49.0722843033,49.662197113,1
2012-01-05 07:00:00,3.2797608376,994.115234375,49.7559126771,46.0429382324,1
2012-01-05 08:00:00,2.9441275597,994.94732666,44.9285142704,43.7422409058,1
2012-01-05 09:00:00,2.4962024689,995.997375488,42.6255481681,42.1562767029,3
2012-01-05 10:00:00,2.3389310837,995.915222168,37.425471854,40.7875366211,4
2012-01-05 11:00:00,1.8249857426,995.121826172,34.3707014576,41.5934066772,5
2012-01-05 12:00:00,1.2482124567,993.929199219,34.9611958609,41.1773223877,7
2012-01-05 13:00:00,1.05912745,992.816162109,35.0426219777,31.5867958069,7
2012-01-05 14:00:00,1.2943588495,992.264587402,35.156780072,24.0279769897,7
2012-01-05 15:00:00,1.5816721916,992.172851562,36.087305883,21.4528656006,6
2012-01-05 16:00:00,1.8799695969,992.339599609,38.1881495388,20.9725418091,5
2012-01-05 17:00:00,2.4207258224,992.907531738,44.2867484243,21.5425415039,5
2012-01-05 18:00:00,2.8028008938,993.558959961,44.9889778986,24.5140838623,5
2012-01-05 19:00:00,2.9055669308,994.176635742,43.9270781326,27.9053459167,4
2012-01-05 20:00:00,2.8432223797,994.369689941,43.5475788583,31.9725837708,3
2012-01-05 21:00:00,2.7503118515,994.680786133,43.6840298041,36.0692405701,2
2012-01-05 22:00:00,2.6887907982,994.442260742,44.0106795932,38.453704834,2
2012-01-05 23:00:00,2.6825156212,994.034362793,44.5504995058,39.1554679871,2
2012-01-06 00:00:00,2.696228981,993.961120606,45.0432635692,40.3018531799,1
2012-01-06 01:00:00,2.6799838543,993.887939453,45.6916401716,41.2484703064,1
2012-01-06 02:00:00,2.6129229069,993.960693359,46.4518794823,43.7437438965,1
2012-01-06 03:00:00,2.472884655,993.497253418,47.2757072955,48.2835655212,1
2012-01-06 04:00:00,2.3114528656,992.932800293,48.0873564021,55.3414421082,1
2012-01-06 05:00:00,2.1019403934,993.028869629,48.9702818312,63.5127258301,0
2012-01-06 06:00:00,1.8017935753,993.378601074,49.0579413691,70.0905685425,0
2012-01-06 07:00:00,1.413348794,993.588806152,49.4091905054,73.2108764648,1
2012-01-06 08:00:00,0.8475365043,994.222229004,41.1839969367,63.8185806274,1
2012-01-06 09:00:00,0.4612452984,994.97253418,41.0920585708,1.315071106,3
2012-01-06 10:00:00,1.22973454,995.031677246,34.4810649921,307.580688477,4
2012-01-06 11:00:00,2.0947239399,994.354797363,30.391909427,296.071563721,4
2012-01-06 12:00:00,2.6387257576,993.208801269,28.5697430857,292.758972168,3
2012-01-06 13:00:00,3.0362069607,992.428588867,27.2505962963,290.402282715,3
2012-01-06 14:00:00,3.2471065521,991.739196777,26.5201163541,285.327392578,2
2012-01-06 15:00:00,3.4203305244,991.793579102,26.4934294086,280.540985107,1
2012-01-06 16:00:00,3.6175298691,991.922241211,27.693989561,279.954772949,0
2012-01-06 17:00:00,3.7714838982,992.55279541,32.5803063546,281.857604981,0
2012-01-06 18:00:00,4.0282874107,993.357238769,31.7835793243,285.70300293,-1
2012-01-06 19:00:00,4.2264008522,993.840698242,28.386278062,291.316223144,-3
2012-01-06 20:00:00,4.3014855385,994.463195801,24.9486440662,296.837890625,-6
2012-01-06 21:00:00,4.3042640686,994.456237793,23.1889538931,302.346618652,-8
2012-01-06 22:00:00,4.2062649727,994.491516113,23.47729915,307.675231934,-9
2012-01-06 23:00:00,4.0982680321,994.206359863,24.4804801318,312.660980225,-9
2012-01-07 00:00:00,3.9436602592,993.845520019,25.887799463,317.13671875,-9
2012-01-07 01:00:00,3.7284324169,993.725463867,27.4993153559,320.694702148,-9
2012-01-07 02:00:00,3.9062716961,993.60546875,28.3946445945,326.788208008,-9
2012-01-07 03:00:00,4.1263384819,993.697814941,29.3275978458,332.687194824,-9
2012-01-07 04:00:00,4.0813503265,993.936523438,30.6820183157,336.977752685,-10
2012-01-07 05:00:00,3.7311470509,994.448486328,32.4254573136,341.271301269,-9
2012-01-07 06:00:00,3.2835879326,995.322814941,34.0810552624,345.436340332,-9
2012-01-07 07:00:00,2.8084082603,996.039672852,36.5290215335,349.123413086,-8
2012-01-07 08:00:00,1.9448622465,996.942871094,32.5437282835,352.704467773,-7
2012-01-07 09:00:00,1.0713825226,997.825622559,30.086026887,358.193878174,-6
2012-01-07 10:00:00,0.6424065232,998.081237793,29.7268495574,3.9821548462,-3
2012-01-07 11:00:00,1.2467559576,997.514221191,20.8825473568,341.293701172,-5
2012-01-07 12:00:00,1.3777096272,996.476379394,18.4189240827,343.162231445,-5
2012-01-07 13:00:00,1.3088008165,995.495117188,17.6015439555,353.486907959,-5
2012-01-07 14:00:00,1.510935545,995.281799316,17.1998139181,6.4615859985,-6
2012-01-07 15:00:00,1.9247742891,995.561096191,17.4275225218,13.9157333374,-7
2012-01-07 16:00:00,2.360704422,995.555419922,20.7921676727,21.1470031738,-7
2012-01-07 17:00:00,2.8347094059,996.202392578,30.0700173472,28.1175842285,-4
2012-01-07 18:00:00,3.2503914833,997.086791992,31.6085611957,33.2493629456,-4
2012-01-07 19:00:00,3.526242733,997.861938477,32.5575078526,37.2807998657,-4
2012-01-07 20:00:00,3.7308504581,998.348327637,33.7108937074,40.5179710388,-4
2012-01-07 21:00:00,3.9066464901,998.815063477,35.0606549905,43.2279891968,-4
2012-01-07 22:00:00,4.1217598915,998.705932617,36.6517731448,43.6386451721,-4
2012-01-07 23:00:00,4.357585907,998.599365234,37.9539875924,42.9926605225,-4
2012-01-08 00:00:00,4.5422034264,998.376281738,38.8825726994,42.8497810364,-4
2012-01-08 01:00:00,4.6842427254,998.452697754,39.5131129309,43.0191879272,-4
2012-01-08 02:00:00,4.6776676178,998.585510254,40.4436907094,43.0694694519,-4
2012-01-08 03:00:00,4.6339287758,998.595458984,41.818395364,43.5196800232,-4
2012-01-08 04:00:00,4.5788092613,998.456848144,43.1347550915,46.0789871216,-4
2012-01-08 05:00:00,4.467716217,999.173156738,44.5213285737,49.083026886,-4
2012-01-08 06:00:00,4.3497319221,999.87890625,46.0748459252,51.3418197632,-4
2012-01-08 07:00:00,4.2024292946,1000.418396,46.4476710583,51.2793502808,-3
2012-01-08 08:00:00,3.7125608921,1001.27209473,40.813784476,48.620010376,-3
2012-01-08 09:00:00,3.2057409286,1002.13977051,37.505928566,42.586681366,-1
2012-01-08 10:00:00,3.6623351574,1002.34362793,30.5978354501,37.362411499,-1
2012-01-08 11:00:00,4.10465765,1001.7555542,24.9454204296,35.73985672,-2
2012-01-08 12:00:00,4.0001397133,1000.35461426,23.0031684237,33.9915657043,-2
2012-01-08 13:00:00,3.8769207001,999.699279785,21.9469587102,33.5453262329,-2
2012-01-08 14:00:00,3.6285052299,998.646240234,21.7287705456,31.4003753662,-3
2012-01-08 15:00:00,3.3004536629,998.373718262,22.5972785433,27.3433227539,-3
2012-01-08 16:00:00,3.016929388,998.180603027,25.591781462,21.7645721436,-3
2012-01-08 17:00:00,2.8789389133,998.493286133,34.9222603188,14.6334609985,-1
2012-01-08 18:00:00,2.8357949257,999.240966797,37.5565430649,10.0140457153,-1
2012-01-08 19:00:00,2.6907827854,999.438049316,38.6645966425,9.0683822632,-1
2012-01-08 20:00:00,2.4838352203,999.689270019,39.6208587162,17.0223007202,-1
2012-01-08 21:00:00,2.3520412445,999.754211426,40.0175089594,29.6556015015,-2
2012-01-08 22:00:00,2.3375837803,999.501647949,39.5739024659,39.4452781677,-2
2012-01-08 23:00:00,2.384649992,998.961486816,40.1845142657,46.0204200745,-3
2012-01-09 00:00:00,2.4327282906,998.789123535,40.8703501059,49.7796058655,-3
2012-01-09 01:00:00,2.4586474895,998.604248047,41.6587732013,51.1501541138,-3
2012-01-09 02:00:00,2.2920000553,998.474060059,42.9410754461,49.8917770386,-3
2012-01-09 03:00:00,1.9653494358,998.17956543,43.1668879123,47.7609977722,-3
2012-01-09 04:00:00,1.5665898323,998.069519043,43.917537305,47.0624427795,-3
2012-01-09 05:00:00,1.1429948807,998.040771484,45.7801089929,46.4573287964,-3
2012-01-09 06:00:00,0.7650436163,998.301147461,46.5258728274,48.0101051331,-3
2012-01-09 07:00:00,0.4887502789,998.519592285,45.125294084,55.0210990906,-3
2012-01-09 08:00:00,0.4459215701,999.090209961,38.6345970684,74.8482971191,-2
2012-01-09 09:00:00,0.4386902153,999.844482422,37.3895171371,84.4853363037,0
2012-01-09 10:00:00,0.3889857829,1000.14440918,33.0406515892,44.4227523804,0
2012-01-09 11:00:00,1.0192453861,999.39263916,25.6781752096,0.3046340942,0
2012-01-09 12:00:00,1.2821631432,998.304199219,23.4099311498,356.254058838,0
2012-01-09 13:00:00,1.3332976103,997.240417481,22.4581374389,357.492889404,0
2012-01-09 14:00:00,1.3375486135,996.740356445,22.4148137583,0.6080627441,-1
2012-01-09 15:00:00,1.3457157612,996.309692383,23.3698357305,6.623840332,-1
2012-01-09 16:00:00,1.3748904467,996.333190918,28.6196342579,16.5846252441,0
2012-01-09 17:00:00,1.4698034525,996.787292481,36.6608497634,29.7020187378,0
2012-01-09 18:00:00,1.5668332577,997.366210938,34.814404881,40.9208679199,-1
2012-01-09 19:00:00,1.6160111427,998.061706543,34.6017227433,47.3237304688,-2
2012-01-09 20:00:00,1.7429665327,998.398620606,34.910629298,49.7655181885,-2
2012-01-09 21:00:00,1.9657022953,999.008361816,35.0443425151,52.099155426,-3
2012-01-09 22:00:00,2.1697230339,998.913757324,35.1013416833,55.1231193542,-3
2012-01-09 23:00:00,2.3020730019,998.588745117,38.2662006689,57.5403938293,-2
2012-01-10 00:00:00,2.4101500511,998.479248047,37.6848380875,59.8178482056,-3
2012-01-10 01:00:00,2.5264017582,998.291015625,38.4862775103,62.9964141846,-3
2012-01-10 02:00:00,2.5925958157,998.296691894,39.0698149911,66.6544799805,-4
2012-01-10 03:00:00,2.624849081,998.084350586,39.6431123669,68.498008728,-4
2012-01-10 04:00:00,2.6965010166,998.120300293,40.1243470064,70.6504211426,-4
2012-01-10 05:00:00,2.836304903,998.391540527,40.7292042154,74.8521194458,-4
2012-01-10 06:00:00,2.9837229252,998.803161621,41.590115667,80.4282989502,-4
2012-01-10 07:00:00,3.1165997982,999.082092285,42.0214963345,86.2317733765,-3
2012-01-10 08:00:00,3.0803973675,999.740600586,37.4159897805,90.3629379272,-2
2012-01-10 09:00:00,2.6279218197,1000.2635498,32.8002550448,91.1243209839,-2
2012-01-10 10:00:00,2.4467039108,1000.4208374,29.7867838946,83.4637374878,0
2012-01-10 11:00:00,2.9341301918,999.688720703,22.9810372846,68.3768768311,-1
2012-01-10 12:00:00,3.1145281792,998.532348633,20.969812522,58.8593330383,-1
2012-01-10 13:00:00,3.3414134979,998.213012695,20.0309989015,52.7330818176,-2
2012-01-10 14:00:00,3.4432837963,997.569580078,19.8564925924,48.7321929932,-2
2012-01-10 15:00:00,3.4042494297,997.376647949,20.5844455981,46.6036338806,-3
2012-01-10 16:00:00,3.2178418636,997.554260254,24.4920457211,45.3604393005,-2
2012-01-10 17:00:00,3.1552171707,997.741516113,32.7426932706,44.09400177,0
2012-01-10 18:00:00,3.2123186588,998.395385742,34.9618092107,45.9199409485,0
2012-01-10 19:00:00,3.2175438404,998.683044434,35.9263086015,48.8821983337,-1
2012-01-10 20:00:00,3.3611097336,999.114746094,36.4168095532,52.2896232605,-1
2012-01-10 21:00:00,3.5854043961,999.225585938,36.6154766824,56.7988433838,-2
2012-01-10 22:00:00,3.7550432682,999.354187012,37.0633585647,60.8953704834,-2
2012-01-10 23:00:00,3.8775482178,999.215698242,37.7367236577,63.6904830933,-2
2012-01-11 00:00:00,3.9296724796,999.036682129,38.5577128535,65.8190460205,-2
2012-01-11 01:00:00,3.9028775692,999.208496094,39.4983889222,67.9941329956,-3
2012-01-11 02:00:00,3.6102175713,999.054138184,40.7664120354,71.8543395996,-3
2012-01-11 03:00:00,3.2670416832,998.797302246,41.8366320549,76.2996444702,-3
2012-01-11 04:00:00,3.0119683743,998.481567383,42.472861948,80.7680206299,-3
2012-01-11 05:00:00,2.816740036,998.596618652,42.7916323267,87.1715698242,-3
2012-01-11 06:00:00,2.6491849422,998.829895019,42.9955055709,94.0433349609,-3
2012-01-11 07:00:00,2.4532008171,999.105224609,43.0267532649,99.6161804199,-2
2012-01-11 08:00:00,2.3159117699,999.963073731,37.5842134656,102.892669678,-2
2012-01-11 09:00:00,1.9358873367,1000.7131958,32.8099713244,105.210021973,-1
2012-01-11 10:00:00,1.5916486979,1000.75701904,29.7228876954,102.306770325,0
2012-01-11 11:00:00,1.3149154186,999.936706543,23.1497135784,86.5628738403,0
2012-01-11 12:00:00,0.9289810061,998.834167481,21.8339814069,73.4794616699,0
2012-01-11 13:00:00,0.7294428945,998.059509277,21.2010440948,63.2375106812,0
2012-01-11 14:00:00,0.6566791534,997.613464356,21.158881347,48.432434082,0
2012-01-11 15:00:00,0.7023832202,997.194580078,21.9924359772,39.5747718811,-1
2012-01-11 16:00:00,0.8412676454,997.197692871,27.999903129,35.2089920044,0
2012-01-11 17:00:00,1.1177282333,997.466796875,33.4105708742,35.6899604797,0
2012-01-11 18:00:00,1.3673225641,998.313964844,34.5778126306,38.9781951904,0
2012-01-11 19:00:00,1.5331990719,998.99597168,32.4124917886,43.8069114685,-1
2012-01-11 20:00:00,1.7737821341,999.203552246,34.2315642827,55.3781394958,-1
2012-01-11 21:00:00,2.109200716,999.510070801,33.6675017129,67.9694595337,-1
2012-01-11 22:00:00,2.4359180927,999.338073731,32.2931560211,77.751083374,-2
2012-01-11 23:00:00,2.6534199715,998.94519043,34.8791912884,84.783203125,-2
2012-01-12 00:00:00,2.7971367836,998.694580078,35.4545869126,90.9462280273,-2
2012-01-12 01:00:00,2.9413144588,998.156555176,36.3171083098,96.4316558838,-2
2012-01-12 02:00:00,2.8095896244,997.868957519,36.6974120794,100.275306702,-3
2012-01-12 03:00:00,2.4766051769,997.257080078,37.3767013183,104.601593018,-3
2012-01-12 04:00:00,2.0711405277,997.125305176,35.8216675233,110.270805359,-4
2012-01-12 05:00:00,1.6952717304,997.259094238,35.6422289337,116.598121643,-4
2012-01-12 06:00:00,1.4393076897,997.719848633,35.1601424255,120.16053772,-4
2012-01-12 07:00:00,1.2690080404,997.929260254,39.1256199677,121.005020142,-2
2012-01-12 08:00:00,1.2000360489,998.708190918,38.5792291665,128.041152954,0
2012-01-12 09:00:00,1.0045647621,999.576843262,31.1040210709,137.15196228,0
2012-01-12 10:00:00,0.6581711769,1000.01190186,30.6067808848,148.762405395,1
2012-01-12 11:00:00,0.2472606599,999.404907227,24.649204278,295.41116333,1
2012-01-12 12:00:00,0.4627128541,998.346130371,22.9265504731,325.85043335,1
2012-01-12 13:00:00,0.4877568483,997.452636719,22.4117962586,345.882446289,1
2012-01-12 14:00:00,0.5685492158,996.932495117,22.5744453999,2.9659347534,1
2012-01-12 15:00:00,0.6475980878,996.580932617,23.6295609023,9.5366210938,0
2012-01-12 16:00:00,0.6470342875,996.636413574,27.9522712975,17.367149353,1
2012-01-12 17:00:00,0.5758782625,997.190551758,39.8445901273,37.0037841797,4
2012-01-12 18:00:00,0.5242365003,997.625,33.9029107384,72.892250061,1
2012-01-12 19:00:00,0.5908523202,997.720153809,34.9201943132,111.849555969,0
2012-01-12 20:00:00,0.7977743149,998.050537109,34.905774132,122.002655029,0
2012-01-12 21:00:00,1.0755552053,997.943237305,35.401359004,121.570053101,0
2012-01-12 22:00:00,1.3136652708,997.425048828,35.6801218102,121.683670044,0
2012-01-12 23:00:00,1.427654624,997.096069336,37.0144491799,121.327674866,0
2012-01-13 00:00:00,1.4765774012,996.850036621,37.6989993275,120.732086182,0
2012-01-13 01:00:00,1.47968328,996.797424316,39.0122567969,120.270324707,0
2012-01-13 02:00:00,1.4573522806,996.512451172,39.4929925766,130.349578857,-1
2012-01-13 03:00:00,1.5192377567,995.952819824,40.3266273478,147.23777771,-1
2012-01-13 04:00:00,1.6131966114,996.090209961,40.4170241847,165.268783569,-1
2012-01-13 05:00:00,1.6868658066,996.319274902,41.2389427421,182.597595215,-1
2012-01-13 06:00:00,1.8125495911,997.180786133,41.4548453472,194.174591065,-1
2012-01-13 07:00:00,2.0973598957,997.489929199,38.1955570856,198.290435791,-2
2012-01-13 08:00:00,2.3139195442,997.949584961,37.3614485265,195.390258789,0
2012-01-13 09:00:00,2.1536824703,998.428710938,32.7467266758,193.073699951,0
2012-01-13 10:00:00,1.9900486469,998.461486816,29.9449785939,201.531417847,2
2012-01-13 11:00:00,2.0716707706,997.924194336,24.5911971564,220.05783081,2
2012-01-13 12:00:00,1.8392440081,996.921569824,23.4437954713,226.491699219,2
2012-01-13 13:00:00,1.6008970737,995.862854004,23.0422616514,227.78427124,2
2012-01-13 14:00:00,1.5778084993,995.367797852,23.2013314485,225.774673462,2
2012-01-13 15:00:00,1.5523625612,994.980529785,24.1952458114,224.194198608,2
2012-01-13 16:00:00,1.4638873339,994.595886231,29.5244702234,220.772949219,3
2012-01-13 17:00:00,1.3491235971,994.919250488,38.7995622479,214.635375977,4
2012-01-13 18:00:00,1.3383362293,995.038085938,35.550733785,203.472198486,2
2012-01-13 19:00:00,1.4961810112,995.238708496,34.4334404259,193.891433716,1
2012-01-13 20:00:00,1.3960437775,995.33984375,37.2062300257,177.891799927,2
2012-01-13 21:00:00,1.3563381433,995.864257812,35.0633848349,155.17855835,1
2012-01-13 22:00:00,1.5287716389,995.536560059,38.1592826067,137.077163696,1
2012-01-13 23:00:00,1.8049252033,995.210998535,36.7139293432,126.569076538,0
2012-01-14 00:00:00,2.0418646336,994.61706543,39.2128950121,123.00365448,1
2012-01-14 01:00:00,2.0383367538,994.824035644,38.3372593971,120.46887207,0
2012-01-14 02:00:00,1.7238645554,994.49609375,42.1428337366,117.959777832,1
2012-01-14 03:00:00,1.4786428213,993.953857422,41.294577426,113.46811676,0
2012-01-14 04:00:00,1.4603637457,993.887023926,44.3748730237,111.355957031,1
2012-01-14 05:00:00,1.4869323969,993.96685791,42.8959694807,119.383117676,0
2012-01-14 06:00:00,1.4336307049,994.325073242,45.6667607325,137.662063599,1
2012-01-14 07:00:00,1.3137397766,994.807495117,41.8102156809,166.747177124,0
2012-01-14 08:00:00,1.4321041107,995.544372559,41.6329867682,191.587402344,3
2012-01-14 09:00:00,1.459436655,996.391723633,36.0677942316,203.766906738,3
2012-01-14 10:00:00,1.7471357584,996.139221191,30.1445262467,219.576583862,4
2012-01-14 11:00:00,2.2040784359,995.183776856,25.8212405003,229.873901367,4
2012-01-14 12:00:00,2.4204387665,994.17956543,25.4573312265,230.919784546,4
2012-01-14 13:00:00,2.5693359375,993.55480957,26.4732044557,229.692092895,5
2012-01-14 14:00:00,2.6864118576,992.750854492,28.7027601543,234.093521118,6
2012-01-14 15:00:00,2.6456596851,992.570068359,32.5692674648,241.181686401,7
2012-01-14 16:00:00,2.3014223576,992.177001953,38.3817798257,246.513534546,8
2012-01-14 17:00:00,1.717467308,992.330749512,49.8245575362,245.323623657,9
2012-01-14 18:00:00,1.2809172869,992.42590332,57.3730849542,233.299636841,11
2012-01-14 19:00:00,1.1729892492,992.138854981,58.6620956048,213.896087647,10
